ORDERID,ORDERDATE,SHIPDATE,SHIPMODE,CUSTOMERID,PRODUCTID,ORDERCOSTPRICE,ORDERSELLINGPRICE
9045,2022/12/16,2022/12/20,Second Class,KM-16225,OFF-BI-10003196,3,6.0
9046,2022/12/16,2022/12/20,Second Class,KM-16225,TEC-AC-10000358,171,190.0
9047,2022/12/16,2022/12/20,Second Class,KM-16225,TEC-AC-10000057,75,150.0
9048,2022/12/16,2022/12/20,Second Class,KM-16225,OFF-AR-10001988,21,30.0
9049,2022/12/16,2022/12/20,Second Class,KM-16225,OFF-LA-10003498,27,44.0
9050,2019/09/21,2019/09/25,Standard Class,SL-20155,OFF-AR-10002956,33,66.0
9051,2020/05/18,2020/05/22,Standard Class,AJ-10780,OFF-PA-10003724,10,11.0
9052,2019/03/26,2019/03/31,Second Class,DK-12835,OFF-AR-10004272,3,3.0
9053,2019/03/26,2019/03/31,Second Class,DK-12835,OFF-BI-10003291,25,28.0
9054,2019/03/26,2019/03/31,Second Class,DK-12835,TEC-PH-10004100,23,29.0
9055,2022/09/22,2022/09/28,Standard Class,BK-11260,OFF-SU-10001218,15,22.0
9056,2020/09/12,2020/09/17,Second Class,CC-12670,TEC-AC-10004209,18,22.0
9057,2020/11/02,2020/11/04,First Class,ED-13885,FUR-CH-10002073,1835,2621.0
9058,2020/10/20,2020/10/24,Standard Class,SV-20785,FUR-FU-10003424,52,75.0
9059,2020/10/20,2020/10/24,Standard Class,SV-20785,FUR-TA-10001086,328,365.0
9060,2021/06/14,2021/06/18,Standard Class,AR-10825,FUR-TA-10004619,781,1115.0
9061,2020/11/20,2020/11/21,First Class,CS-12250,OFF-BI-10002854,45,90.0
9062,2020/11/20,2020/11/21,First Class,CS-12250,OFF-LA-10002762,25,50.0
9063,2021/02/28,2021/03/06,Standard Class,RR-19525,OFF-FA-10003495,33,36.0
9064,2019/10/14,2019/10/20,Standard Class,BD-11500,OFF-PA-10002581,258,322.0
9065,2019/10/14,2019/10/20,Standard Class,BD-11500,OFF-BI-10000343,1,3.0
9066,2019/10/14,2019/10/20,Standard Class,BD-11500,OFF-PA-10001184,11,19.0
9067,2022/05/26,2022/05/30,Standard Class,BM-11785,TEC-AC-10000521,18,23.0
9068,2021/02/04,2021/02/10,Standard Class,MS-17365,TEC-PH-10002890,72,90.0
9069,2021/09/02,2021/09/05,Second Class,BM-11140,FUR-CH-10003061,194,216.0
9070,2021/09/02,2021/09/05,Second Class,BM-11140,OFF-EN-10003567,46,66.0
9071,2022/12/04,2022/12/05,First Class,KE-16420,FUR-FU-10001918,9,11.0
9072,2020/06/12,2020/06/16,Standard Class,SZ-20035,OFF-ST-10002444,20,25.0
9073,2021/09/04,2021/09/08,Standard Class,MB-18085,OFF-EN-10003286,12,17.0
9074,2021/09/04,2021/09/08,Standard Class,MB-18085,TEC-AC-10000109,252,280.0
9075,2019/04/21,2019/04/26,Standard Class,DB-13555,OFF-ST-10002574,414,829.0
9076,2020/11/05,2020/11/08,First Class,CB-12415,OFF-BI-10000773,5,7.0
9077,2020/11/05,2020/11/08,First Class,CB-12415,OFF-SU-10004661,14,27.0
9078,2019/11/03,2019/11/07,Standard Class,SP-20650,TEC-AC-10003280,81,90.0
9079,2021/02/16,2021/02/23,Standard Class,GW-14605,FUR-FU-10003773,191,318.0
9080,2021/02/16,2021/02/23,Standard Class,GW-14605,OFF-BI-10002412,3,6.0
9081,2022/09/11,2022/09/13,Second Class,KH-16630,TEC-PH-10002564,86,144.0
9082,2022/09/11,2022/09/13,Second Class,KH-16630,OFF-PA-10002262,10,19.0
9083,2022/11/02,2022/11/06,Standard Class,BG-11035,OFF-AR-10000246,4,6.0
9084,2020/02/06,2020/02/08,First Class,LO-17170,OFF-ST-10002554,73,147.0
9085,2020/02/06,2020/02/08,First Class,LO-17170,OFF-PA-10002751,21,30.0
9086,2021/09/10,2021/09/12,Second Class,DV-13465,OFF-BI-10004318,194,277.0
9087,2021/09/26,2021/09/30,Standard Class,LR-17035,OFF-AP-10001564,84,93.0
9088,2021/09/26,2021/09/30,Standard Class,LR-17035,FUR-CH-10000513,318,455.0
9089,2020/12/15,2020/12/20,Standard Class,RR-19525,TEC-PH-10001433,172,246.0
9090,2021/09/17,2021/09/20,Second Class,TS-21610,OFF-ST-10002790,207,295.0
9091,2022/10/13,2022/10/15,First Class,AH-10210,OFF-ST-10002974,174,349.0
9092,2020/06/28,2020/07/03,Second Class,DW-13585,OFF-PA-10003177,11,16.0
9093,2020/06/28,2020/07/03,Second Class,DW-13585,FUR-BO-10001918,386,483.0
9094,2020/06/01,2020/06/05,Standard Class,AJ-10945,TEC-PH-10001299,180,300.0
9095,2020/06/01,2020/06/05,Standard Class,AJ-10945,OFF-BI-10004224,202,404.0
9096,2020/06/01,2020/06/05,Standard Class,AJ-10945,TEC-PH-10001300,34,42.0
9097,2020/06/01,2020/06/05,Standard Class,AJ-10945,OFF-LA-10004178,17,29.0
9098,2019/04/12,2019/04/17,Standard Class,SV-20785,OFF-PA-10000289,23,32.0
9099,2022/10/12,2022/10/16,Standard Class,MG-17650,TEC-PH-10002085,296,370.0
9100,2022/10/12,2022/10/16,Standard Class,MG-17650,OFF-PA-10001934,5,10.0
9101,2022/10/12,2022/10/16,Standard Class,MG-17650,TEC-AC-10003033,554,792.0
9102,2020/11/07,2020/11/12,Standard Class,AB-10105,OFF-AR-10001683,19,24.0
9103,2020/11/07,2020/11/12,Standard Class,AB-10105,OFF-ST-10001713,51,85.0
9104,2020/11/07,2020/11/12,Standard Class,AB-10105,FUR-FU-10000193,52,65.0
9105,2020/11/07,2020/11/12,Standard Class,AB-10105,OFF-BI-10000474,26,32.0
9106,2020/11/07,2020/11/12,Standard Class,AB-10105,OFF-ST-10000129,107,178.0
9107,2020/11/07,2020/11/12,Standard Class,AB-10105,TEC-MA-10001016,259,288.0
9108,2020/05/25,2020/05/28,First Class,MM-18280,OFF-SU-10002557,13,22.0
9109,2020/05/25,2020/05/28,First Class,MM-18280,OFF-PA-10002160,19,32.0
9110,2020/05/25,2020/05/28,First Class,MM-18280,TEC-AC-10003095,125,208.0
9111,2019/10/13,2019/10/15,First Class,MA-17995,OFF-EN-10003160,22,36.0
9112,2019/10/13,2019/10/15,First Class,MA-17995,TEC-AC-10001542,14,23.0
9113,2019/10/13,2019/10/15,First Class,MA-17995,OFF-ST-10003641,284,315.0
9114,2019/10/13,2019/10/15,First Class,MA-17995,OFF-BI-10002432,12,15.0
9115,2021/02/07,2021/02/10,Second Class,EB-13975,TEC-PH-10004094,437,624.0
9116,2022/01/19,2022/01/24,Second Class,NS-18505,TEC-PH-10001817,387,430.0
9117,2022/01/19,2022/01/24,Second Class,NS-18505,FUR-FU-10002759,16,32.0
9118,2022/01/19,2022/01/24,Second Class,NS-18505,FUR-CH-10000309,799,887.0
9119,2022/01/19,2022/01/24,Second Class,NS-18505,OFF-PA-10003673,20,22.0
9120,2021/06/06,2021/06/12,Standard Class,RB-19795,OFF-LA-10000452,13,22.0
9121,2021/06/06,2021/06/12,Standard Class,RB-19795,OFF-PA-10000210,60,100.0
9122,2022/03/18,2022/03/20,Second Class,JK-15325,OFF-AP-10000358,45,91.0
9123,2022/11/24,2022/11/24,Same Day,PR-18880,OFF-PA-10002137,6,8.0
9124,2021/11/26,2021/11/28,Second Class,EH-13945,OFF-BI-10003364,47,79.0
9125,2021/08/18,2021/08/20,Second Class,MA-17560,FUR-FU-10001940,5,10.0
9126,2021/08/18,2021/08/20,Second Class,MA-17560,FUR-FU-10000320,3,5.0
9127,2020/11/28,2020/12/03,Standard Class,MA-17995,OFF-AR-10004441,4,8.0
9128,2022/05/25,2022/06/01,Standard Class,JL-15505,OFF-ST-10002182,45,50.0
9129,2022/09/04,2022/09/05,First Class,AS-10045,OFF-BI-10002931,53,88.0
9130,2021/03/24,2021/03/26,Second Class,DC-12850,FUR-BO-10004357,211,301.0
9131,2021/03/24,2021/03/26,Second Class,DC-12850,OFF-AR-10000475,13,19.0
9132,2022/05/28,2022/06/01,Standard Class,MD-17860,FUR-FU-10001473,25,27.0
9133,2022/05/28,2022/06/01,Standard Class,MD-17860,OFF-AP-10001469,113,125.0
9134,2020/08/31,2020/09/04,Standard Class,RH-19510,TEC-PH-10004447,500,556.0
9135,2021/04/12,2021/04/17,Standard Class,TB-21175,OFF-ST-10001469,117,130.0
9136,2021/04/12,2021/04/17,Standard Class,TB-21175,OFF-ST-10000060,47,52.0
9137,2021/04/12,2021/04/17,Standard Class,TB-21175,OFF-PA-10000807,6,10.0
9138,2019/02/02,2019/02/09,Standard Class,EB-13930,OFF-BI-10000666,17,18.0
9139,2019/02/02,2019/02/09,Standard Class,EB-13930,TEC-PH-10002890,109,181.0
9140,2019/09/02,2019/09/08,Standard Class,BM-11785,TEC-AC-10000844,428,476.0
9141,2022/09/30,2022/10/02,Second Class,BT-11530,TEC-AC-10002402,96,160.0
9142,2021/09/05,2021/09/07,First Class,FW-14395,TEC-PH-10003988,35,44.0
9143,2022/05/20,2022/05/26,Standard Class,RD-19480,OFF-BI-10004040,7,8.0
9144,2022/05/20,2022/05/26,Standard Class,RD-19480,TEC-PH-10004094,562,1123.0
9145,2022/05/20,2022/05/26,Standard Class,RD-19480,OFF-AP-10000358,58,65.0
9146,2020/09/20,2020/09/24,Standard Class,TP-21130,OFF-BI-10000138,3,3.0
9147,2021/01/23,2021/01/27,Standard Class,CB-12535,TEC-AC-10002926,50,100.0
9148,2021/01/23,2021/01/27,Standard Class,CB-12535,OFF-AR-10003477,6,8.0
9149,2021/01/23,2021/01/27,Standard Class,CB-12535,OFF-ST-10001526,939,1564.0
9150,2019/06/01,2019/06/06,Standard Class,QJ-19255,OFF-BI-10001765,97,139.0
9151,2019/06/01,2019/06/06,Standard Class,QJ-19255,OFF-AP-10004859,52,66.0
9152,2020/09/24,2020/09/29,Second Class,KM-16720,OFF-AR-10003179,7,15.0
9153,2020/09/24,2020/09/29,Second Class,KM-16720,TEC-AC-10002345,19,23.0
9154,2020/09/24,2020/09/29,Second Class,KM-16720,OFF-AR-10001246,8,16.0
9155,2021/08/01,2021/08/03,Second Class,KM-16660,FUR-FU-10004864,15,19.0
9156,2019/01/23,2019/01/28,Standard Class,IM-15055,OFF-PA-10001804,28,40.0
9157,2019/08/04,2019/08/08,Standard Class,ML-17395,OFF-AP-10001271,51,102.0
9158,2019/08/04,2019/08/08,Standard Class,ML-17395,OFF-PA-10004353,156,260.0
9159,2019/08/04,2019/08/08,Standard Class,ML-17395,TEC-AC-10002473,128,255.0
9160,2021/08/09,2021/08/14,Standard Class,GH-14410,OFF-BI-10003314,4,4.0
9161,2021/08/09,2021/08/14,Standard Class,GH-14410,OFF-BI-10004465,11,12.0
9162,2021/12/08,2021/12/12,Standard Class,AG-10900,FUR-BO-10003450,325,406.0
9163,2021/12/08,2021/12/12,Standard Class,AG-10900,FUR-CH-10002335,408,680.0
9164,2020/06/08,2020/06/12,Standard Class,MG-17695,TEC-AC-10003433,2,2.0
9165,2020/06/08,2020/06/12,Standard Class,MG-17695,OFF-AP-10003849,100,143.0
9166,2021/06/24,2021/06/26,Second Class,MJ-17740,TEC-MA-10000984,4029,4477.0
9167,2021/06/24,2021/06/26,Second Class,MJ-17740,OFF-PA-10000418,63,105.0
9168,2021/06/24,2021/06/26,Second Class,MJ-17740,OFF-AP-10001242,169,241.0
9169,2021/03/15,2021/03/19,Standard Class,SJ-20125,OFF-PA-10001954,256,320.0
9170,2021/03/15,2021/03/19,Standard Class,SJ-20125,OFF-PA-10001954,23,46.0
9171,2021/12/01,2021/12/01,Same Day,LB-16795,FUR-FU-10000448,19,32.0
9172,2021/12/01,2021/12/01,Same Day,LB-16795,OFF-PA-10001357,34,48.0
9173,2021/12/01,2021/12/01,Same Day,LB-16795,OFF-ST-10002292,779,1113.0
9174,2021/12/01,2021/12/01,Same Day,LB-16795,OFF-EN-10001219,18,23.0
9175,2022/06/12,2022/06/14,Second Class,SB-20185,TEC-PH-10002564,58,72.0
9176,2022/06/12,2022/06/14,Second Class,SB-20185,OFF-PA-10001639,12,19.0
9177,2021/03/19,2021/03/24,Standard Class,CC-12610,OFF-BI-10001153,16,31.0
9178,2021/11/14,2021/11/18,Standard Class,DP-13000,TEC-PH-10003356,8,14.0
9179,2021/11/14,2021/11/18,Standard Class,DP-13000,OFF-AR-10001725,21,24.0
9180,2022/08/07,2022/08/11,Standard Class,JL-15505,TEC-PH-10002415,496,708.0
9181,2022/08/07,2022/08/11,Standard Class,JL-15505,OFF-BI-10003355,10,12.0
9182,2022/08/07,2022/08/11,Standard Class,JL-15505,OFF-BI-10000216,19,31.0
9183,2022/08/07,2022/08/11,Standard Class,JL-15505,TEC-AC-10004803,33,56.0
9184,2022/08/07,2022/08/11,Standard Class,JL-15505,OFF-PA-10001970,20,25.0
9185,2022/08/07,2022/08/11,Standard Class,JL-15505,FUR-FU-10004848,36,52.0
9186,2022/08/07,2022/08/11,Standard Class,JL-15505,FUR-CH-10002317,166,207.0
9187,2022/08/07,2022/08/11,Standard Class,JL-15505,OFF-AP-10002534,1178,1473.0
9188,2020/08/21,2020/08/25,Standard Class,SM-20320,OFF-SU-10001935,2,3.0
9189,2020/08/21,2020/08/25,Standard Class,SM-20320,TEC-AC-10000290,15,22.0
9190,2020/08/21,2020/08/25,Standard Class,SM-20320,OFF-ST-10002574,597,663.0
9191,2020/08/21,2020/08/25,Standard Class,SM-20320,OFF-BI-10004519,70,100.0
9192,2020/08/21,2020/08/25,Standard Class,SM-20320,OFF-PA-10003625,30,50.0
9193,2020/11/02,2020/11/07,Standard Class,BB-10990,OFF-BI-10001524,21,29.0
9194,2020/11/02,2020/11/07,Standard Class,BB-10990,TEC-PH-10002200,310,345.0
9195,2019/11/30,2019/12/06,Standard Class,PB-19150,OFF-SU-10001664,38,48.0
9196,2019/11/30,2019/12/06,Standard Class,PB-19150,TEC-AC-10002550,51,102.0
9197,2019/05/10,2019/05/15,Standard Class,GM-14680,OFF-PA-10004353,24,40.0
9198,2019/05/10,2019/05/15,Standard Class,GM-14680,TEC-PH-10001817,1289,1432.0
9199,2019/05/10,2019/05/15,Standard Class,GM-14680,OFF-SU-10004737,37,41.0
9200,2019/05/10,2019/05/15,Standard Class,GM-14680,FUR-CH-10002320,205,257.0
9201,2021/10/17,2021/10/20,First Class,NR-18550,FUR-BO-10001337,109,121.0
9202,2021/10/17,2021/10/20,First Class,NR-18550,OFF-BI-10004584,284,316.0
9203,2021/10/30,2021/11/03,Standard Class,EH-13765,OFF-BI-10004817,14,29.0
9204,2021/10/30,2021/11/03,Standard Class,EH-13765,OFF-AR-10004602,80,115.0
9205,2021/12/01,2021/12/05,Standard Class,FH-14365,OFF-AR-10001149,14,23.0
9206,2021/04/21,2021/04/21,Same Day,BT-11680,OFF-AR-10004817,8,15.0
9207,2021/04/21,2021/04/21,Same Day,BT-11680,OFF-PA-10003797,41,52.0
9208,2022/08/03,2022/08/07,Standard Class,AB-10105,TEC-AC-10000682,36,40.0
9209,2022/08/03,2022/08/08,Second Class,SC-20230,OFF-ST-10003996,10,16.0
9210,2022/12/11,2022/12/14,Second Class,RS-19870,OFF-EN-10003160,4,7.0
9211,2022/12/11,2022/12/14,Second Class,RS-19870,OFF-BI-10002012,3,5.0
9212,2020/03/14,2020/03/19,Standard Class,AI-10855,OFF-PA-10002105,12,19.0
9213,2019/12/08,2019/12/15,Standard Class,DJ-13420,FUR-FU-10000397,32,40.0
9214,2019/12/08,2019/12/15,Standard Class,DJ-13420,FUR-FU-10000758,56,79.0
9215,2022/09/30,2022/10/02,First Class,BF-10975,OFF-LA-10004677,12,21.0
9216,2021/11/21,2021/11/26,Standard Class,TH-21235,OFF-PA-10004451,23,32.0
9217,2022/11/24,2022/11/30,Standard Class,JG-15310,OFF-AP-10002311,10,14.0
9218,2022/11/14,2022/11/17,First Class,AW-10930,OFF-EN-10004459,11,15.0
9219,2020/08/16,2020/08/20,Standard Class,JW-15955,OFF-ST-10002352,36,45.0
9220,2020/08/16,2020/08/20,Standard Class,JW-15955,FUR-BO-10000780,211,301.0
9221,2022/10/13,2022/10/14,First Class,MH-18025,OFF-LA-10000248,9,11.0
9222,2022/10/13,2022/10/14,First Class,MH-18025,FUR-TA-10003473,903,1505.0
9223,2022/10/13,2022/10/14,First Class,MH-18025,OFF-PA-10004355,23,26.0
9224,2022/11/04,2022/11/04,Same Day,FM-14290,OFF-BI-10001308,4,8.0
9225,2022/11/04,2022/11/04,Same Day,FM-14290,OFF-BI-10003094,1,1.0
9226,2022/11/04,2022/11/04,Same Day,FM-14290,OFF-BI-10004040,3,4.0
9227,2022/11/04,2022/11/04,Same Day,FM-14290,OFF-ST-10002485,26,53.0
9228,2022/03/19,2022/03/24,Standard Class,GZ-14545,OFF-AP-10001205,343,381.0
9229,2019/11/03,2019/11/03,Same Day,TC-21535,OFF-AR-10001868,4,7.0
9230,2022/07/23,2022/07/26,First Class,TB-21520,OFF-BI-10003429,8,15.0
9231,2022/07/23,2022/07/26,First Class,TB-21520,OFF-PA-10002689,35,58.0
9232,2019/12/27,2019/12/31,Standard Class,RP-19390,OFF-BI-10003650,568,947.0
9233,2021/09/02,2021/09/06,Standard Class,LR-16915,FUR-FU-10001889,76,95.0
9234,2021/09/02,2021/09/06,Standard Class,LR-16915,OFF-ST-10000321,12,24.0
9235,2021/09/02,2021/09/06,Standard Class,LR-16915,TEC-PH-10001530,546,1091.0
9236,2021/09/02,2021/09/06,Standard Class,LR-16915,OFF-AR-10004752,13,19.0
9237,2021/09/02,2021/09/06,Standard Class,LR-16915,FUR-TA-10001539,512,569.0
9238,2021/09/02,2021/09/06,Standard Class,LR-16915,OFF-BI-10001553,5,7.0
9239,2022/02/11,2022/02/14,First Class,MM-17260,FUR-FU-10003601,133,148.0
9240,2022/10/27,2022/11/02,Standard Class,NB-18655,OFF-PA-10001685,45,57.0
9241,2022/10/27,2022/11/02,Standard Class,NB-18655,OFF-BI-10001097,5,6.0
9242,2022/10/27,2022/11/02,Standard Class,NB-18655,OFF-AR-10001662,5,7.0
9243,2019/07/09,2019/07/14,Standard Class,DS-13030,OFF-BI-10002609,13,14.0
9244,2019/07/09,2019/07/14,Standard Class,DS-13030,FUR-BO-10004218,96,120.0
9245,2019/07/09,2019/07/14,Standard Class,DS-13030,OFF-AR-10003251,3,6.0
9246,2019/07/09,2019/07/14,Standard Class,DS-13030,OFF-PA-10002365,23,32.0
9247,2022/05/22,2022/05/26,Standard Class,VF-21715,OFF-AR-10003651,8,10.0
9248,2022/05/22,2022/05/26,Standard Class,VF-21715,OFF-AR-10003732,2,3.0
9249,2021/11/10,2021/11/14,Standard Class,SW-20275,OFF-BI-10002557,3,4.0
9250,2021/11/10,2021/11/14,Standard Class,SW-20275,TEC-PH-10003691,706,882.0
9251,2021/12/02,2021/12/06,Standard Class,PW-19030,OFF-BI-10001107,70,116.0
9252,2022/03/02,2022/03/08,Standard Class,KD-16615,OFF-BI-10004224,54,108.0
9253,2022/09/23,2022/09/25,Second Class,DO-13645,TEC-AC-10001114,120,200.0
9254,2022/09/23,2022/09/25,Second Class,DO-13645,OFF-PA-10002005,8,13.0
9255,2019/02/11,2019/02/15,Second Class,GA-14725,FUR-CH-10001146,30,61.0
9256,2019/02/11,2019/02/15,Second Class,GA-14725,OFF-LA-10004853,10,15.0
9257,2019/02/11,2019/02/15,Second Class,GA-14725,OFF-BI-10004728,7,10.0
9258,2019/02/11,2019/02/15,Second Class,GA-14725,FUR-FU-10002298,233,333.0
9259,2019/02/11,2019/02/15,Second Class,GA-14725,OFF-BI-10004654,36,52.0
9260,2019/02/11,2019/02/15,Second Class,GA-14725,OFF-ST-10002583,39,65.0
9261,2022/11/11,2022/11/14,Second Class,JL-15505,OFF-SU-10004661,15,26.0
9262,2022/09/02,2022/09/02,Same Day,SU-20665,FUR-CH-10003061,151,216.0
9263,2020/10/09,2020/10/13,Standard Class,FM-14380,FUR-CH-10000513,195,390.0
9264,2020/10/09,2020/10/13,Standard Class,FM-14380,OFF-AP-10002191,135,270.0
9265,2022/11/24,2022/12/01,Standard Class,MY-17380,OFF-BI-10000216,8,12.0
9266,2022/11/24,2022/12/01,Standard Class,MY-17380,OFF-EN-10003448,45,65.0
9267,2019/02/08,2019/02/09,First Class,NM-18445,FUR-FU-10002111,9,15.0
9268,2020/09/25,2020/09/25,Same Day,CS-11950,FUR-CH-10001545,82,103.0
9269,2020/09/25,2020/09/25,Same Day,CS-11950,OFF-PA-10002947,10,20.0
9270,2022/08/21,2022/08/28,Standard Class,PK-19075,OFF-BI-10003476,26,32.0
9271,2022/08/21,2022/08/28,Standard Class,PK-19075,OFF-BI-10001359,3875,4306.0
9272,2021/05/12,2021/05/17,Standard Class,HM-14860,FUR-FU-10000320,7,10.0
9273,2021/05/12,2021/05/17,Standard Class,HM-14860,TEC-PH-10001835,506,632.0
9274,2022/09/02,2022/09/06,Standard Class,AH-10210,OFF-BI-10003650,789,1578.0
9275,2019/10/10,2019/10/10,Same Day,FC-14335,OFF-AR-10000937,205,256.0
9276,2021/05/26,2021/05/29,Second Class,CP-12085,OFF-ST-10000532,148,185.0
9277,2021/05/26,2021/05/29,Second Class,CP-12085,TEC-AC-10001267,34,48.0
9278,2022/12/01,2022/12/05,Standard Class,SC-20305,OFF-LA-10004853,8,16.0
9279,2022/12/01,2022/12/05,Standard Class,SC-20305,OFF-BI-10001759,6,8.0
9280,2022/12/01,2022/12/05,Standard Class,SC-20305,FUR-CH-10003379,239,399.0
9281,2021/09/20,2021/09/24,Standard Class,HJ-14875,FUR-BO-10002853,147,164.0
9282,2022/09/11,2022/09/15,Standard Class,CB-12025,OFF-AP-10000027,54,68.0
9283,2021/12/30,2022/01/04,Standard Class,EH-14185,OFF-PA-10002421,65,72.0
9284,2022/09/02,2022/09/04,Second Class,LW-17215,OFF-LA-10002475,11,12.0
9285,2019/11/18,2019/11/23,Standard Class,MK-17905,FUR-CH-10001482,354,393.0
9286,2020/11/21,2020/11/24,First Class,JH-15820,FUR-FU-10000087,15,18.0
9287,2022/06/19,2022/06/26,Standard Class,DB-13270,OFF-BI-10003166,3,7.0
9288,2022/06/19,2022/06/26,Standard Class,DB-13270,FUR-TA-10000688,229,457.0
9289,2022/11/30,2022/12/03,First Class,TB-21625,FUR-CH-10003981,971,1079.0
9290,2019/04/23,2019/04/26,Second Class,NM-18445,OFF-PA-10001878,44,49.0
9291,2019/09/23,2019/09/25,First Class,TT-21220,OFF-AR-10002375,9,10.0
9292,2019/09/23,2019/09/25,First Class,TT-21220,OFF-BI-10004965,17,35.0
9293,2022/03/02,2022/03/02,Same Day,RS-19765,OFF-BI-10004022,0,1.0
9294,2022/11/17,2022/11/21,Second Class,TB-21625,OFF-BI-10000050,31,44.0
9295,2022/05/28,2022/06/01,Standard Class,AM-10360,OFF-PA-10002464,8,14.0
9296,2022/05/28,2022/06/01,Standard Class,AM-10360,FUR-BO-10004709,81,116.0
9297,2020/04/18,2020/04/22,Second Class,MP-17965,TEC-AC-10003590,29,41.0
9298,2020/04/18,2020/04/22,Second Class,MP-17965,TEC-PH-10003357,147,245.0
9299,2020/04/18,2020/04/22,Second Class,MP-17965,OFF-AR-10003373,59,74.0
9300,2020/04/18,2020/04/22,Second Class,MP-17965,OFF-BI-10003676,2,4.0
9301,2020/04/18,2020/04/22,Second Class,MP-17965,FUR-CH-10000225,51,57.0
9302,2020/04/18,2020/04/22,Second Class,MP-17965,TEC-PH-10001870,78,98.0
9303,2020/04/18,2020/04/22,Second Class,MP-17965,OFF-AR-10003481,6,8.0
9304,2020/04/18,2020/04/22,Second Class,MP-17965,OFF-PA-10003936,8,16.0
9305,2020/04/18,2020/04/22,Second Class,MP-17965,OFF-BI-10000320,1,1.0
9306,2020/09/19,2020/09/24,Standard Class,MH-17290,OFF-AR-10001972,8,8.0
9307,2019/03/25,2019/03/30,Standard Class,CA-12265,OFF-AR-10003829,4,7.0
9308,2019/03/25,2019/03/30,Standard Class,CA-12265,OFF-AR-10003338,13,15.0
9309,2019/03/25,2019/03/30,Standard Class,CA-12265,TEC-AC-10002558,32,45.0
9310,2019/03/25,2019/03/30,Standard Class,CA-12265,OFF-AR-10000034,23,25.0
9311,2021/08/26,2021/08/31,Standard Class,KD-16615,OFF-BI-10001510,73,147.0
9312,2022/03/06,2022/03/12,Standard Class,DW-13540,OFF-LA-10000134,4,5.0
9313,2022/03/06,2022/03/12,Standard Class,DW-13540,OFF-AR-10000588,32,63.0
9314,2020/11/11,2020/11/11,Same Day,AG-10495,OFF-ST-10003282,209,418.0
9315,2020/11/11,2020/11/11,Same Day,AG-10495,OFF-AP-10002311,99,124.0
9316,2021/04/05,2021/04/09,Standard Class,JH-16180,TEC-PH-10000141,83,119.0
9317,2021/04/05,2021/04/09,Standard Class,JH-16180,OFF-SU-10000646,462,769.0
9318,2022/02/21,2022/02/26,Standard Class,DK-13090,TEC-AC-10002076,24,48.0
9319,2022/07/20,2022/07/25,Standard Class,AR-10825,OFF-PA-10000743,9,13.0
9320,2022/07/20,2022/07/25,Standard Class,AR-10825,FUR-CH-10002780,98,164.0
9321,2022/07/20,2022/07/25,Standard Class,AR-10825,FUR-FU-10000747,110,184.0
9322,2021/11/04,2021/11/08,Standard Class,SM-20005,FUR-FU-10002445,7,11.0
9323,2021/11/04,2021/11/08,Standard Class,SM-20005,FUR-FU-10000723,60,66.0
9324,2022/09/23,2022/09/29,Standard Class,DB-13660,OFF-PA-10003641,127,211.0
9325,2022/09/23,2022/09/29,Standard Class,DB-13660,FUR-CH-10003973,476,595.0
9326,2022/09/23,2022/09/29,Standard Class,DB-13660,OFF-BI-10000977,44,73.0
9327,2022/09/07,2022/09/10,First Class,PF-19225,FUR-FU-10004053,73,81.0
9328,2022/09/07,2022/09/10,First Class,PF-19225,TEC-PH-10002033,319,456.0
9329,2022/09/07,2022/09/10,First Class,PF-19225,OFF-AR-10004260,18,26.0
9330,2020/11/28,2020/11/30,First Class,AJ-10945,OFF-AP-10004655,23,45.0
9331,2020/11/12,2020/11/18,Standard Class,EB-14110,OFF-EN-10001539,12,16.0
9332,2021/09/29,2021/10/03,Standard Class,ES-14080,TEC-PH-10001817,687,859.0
9333,2022/09/11,2022/09/13,Second Class,SS-20410,OFF-AP-10002578,98,196.0
9334,2022/09/11,2022/09/13,Second Class,SS-20410,OFF-FA-10000992,7,14.0
9335,2022/05/01,2022/05/02,First Class,AG-10900,FUR-BO-10001798,251,314.0
9336,2022/05/01,2022/05/02,First Class,AG-10900,OFF-LA-10004409,4,5.0
9337,2022/09/16,2022/09/20,Standard Class,CY-12745,OFF-FA-10000621,11,18.0
9338,2019/10/19,2019/10/22,Second Class,RP-19270,OFF-BI-10003196,2,3.0
9339,2019/10/19,2019/10/22,Second Class,RP-19270,OFF-BI-10003727,14,20.0
9340,2019/10/19,2019/10/22,Second Class,RP-19270,OFF-PA-10003228,103,147.0
9341,2019/10/19,2019/10/22,Second Class,RP-19270,OFF-LA-10002787,13,19.0
9342,2019/10/19,2019/10/22,Second Class,RP-19270,TEC-PH-10001305,71,118.0
9343,2021/03/13,2021/03/18,Standard Class,DB-13360,OFF-BI-10001036,41,51.0
9344,2022/02/17,2022/02/20,First Class,CK-12325,FUR-TA-10001086,319,456.0
9345,2022/02/17,2022/02/20,First Class,CK-12325,OFF-BI-10001525,5,6.0
9346,2022/02/17,2022/02/20,First Class,CK-12325,TEC-PH-10000526,52,58.0
